MatNo,Plant,origin,horizon,month_index,actual,xgb_pred,wma_pred
MAT0018,Bengaluru Plant,19,10,28,544,480.1051940917969,512.2007780349795
MAT0018,Coimbatore Plant,19,10,28,505,513.0445556640625,465.8002427340535
MAT0001,Chennai Plant,19,11,29,138,137.25840759277344,136.7001263235168
MAT0001,Pune Plant,19,11,29,131,136.87278747558594,137.79994534465024
MAT0002,Chennai Plant,19,11,29,174,178.41827392578125,169.90023791152262
MAT0002,Delhi Plant,19,11,29,187,159.37416076660156,161.29984889403292
MAT0003,Coimbatore Plant,19,11,29,151,215.8388671875,212.50044675390086
MAT0004,Chennai Plant,19,11,29,75,106.5042953491211,82.10009363747427
MAT0004,Delhi Plant,19,11,29,83,102.71907043457031,80.39989631558642
MAT0004,Pune Plant,19,11,29,85,78.67015838623047,79.50005626286008
MAT0005,Bengaluru Plant,19,11,29,809,824.6763305664062,558.2920678744426
MAT0005,Pune Plant,19,11,29,868,818.5784912109375,548.9934909229252
MAT0006,Chennai Plant,19,11,29,126,127.19854736328125,189.00200268990054
MAT0006,Coimbatore Plant,19,11,29,118,120.79093933105469,167.80170891739542
MAT0007,Bengaluru Plant,19,11,29,13,21.134506225585938,13.699973610039434
MAT0007,Chennai Plant,19,11,29,13,15.066604614257812,14.000035499185529
MAT0007,Delhi Plant,19,11,29,14,14.513699531555176,13.90000817151063
MAT0007,Pune Plant,19,11,29,15,19.52944564819336,14.400018218449931
MAT0008,Delhi Plant,19,11,29,163,294.39947509765625,437.40191708997764
MAT0009,Bengaluru Plant,19,11,29,344,320.3204650878906,509.9057402852795
MAT0009,Chennai Plant,19,11,29,342,290.9007568359375,509.70589862504295
MAT0010,Delhi Plant,19,11,29,172,155.02169799804688,151.5001567322531
MAT0010,Pune Plant,19,11,29,173,162.36302185058594,151.0998190211334
MAT0011,Chennai Plant,19,11,29,46,61.82260513305664,46.50004085755316
MAT0012,Coimbatore Plant,19,11,29,29,20.99919319152832,24.299990890775035
MAT0012,Pune Plant,19,11,29,31,24.75368309020996,23.899992766203706
MAT0013,Bengaluru Plant,19,11,29,129,135.22726440429688,113.9994815779321
MAT0013,Delhi Plant,19,11,29,113,121.94544219970703,111.79987434627914
MAT0014,Bengaluru Plant,19,11,29,12,14.9393949508667,12.200034561471192
MAT0014,Chennai Plant,19,11,29,158,123.34193420410156,139.30044769161523
MAT0014,Coimbatore Plant,19,11,29,73,62.597900390625,64.39987622170783
MAT0014,Delhi Plant,19,11,29,29,25.11723518371582,26.79996543852881
MAT0014,Pune Plant,19,11,29,41,38.775352478027344,37.80005184220679
MAT0015,Pune Plant,19,11,29,242,219.26785278320312,219.7999607499571
MAT0016,Chennai Plant,19,11,29,67,70.13465881347656,67.99998459469307
MAT0016,Delhi Plant,19,11,29,67,70.35000610351562,71.40009993355623
MAT0017,Bengaluru Plant,19,11,29,157,209.27908325195312,192.69988117819787
MAT0018,Bengaluru Plant,19,11,29,497,496.036376953125,512.1998831875859
MAT0018,Coimbatore Plant,19,11,29,500,523.2633666992188,465.7998020083162
MAT0001,Chennai Plant,19,12,30,138,138.77769470214844,136.69997796371314
MAT0001,Pune Plant,19,12,30,126,138.8592987060547,137.79998553240742
MAT0002,Chennai Plant,19,12,30,179,182.19906616210938,169.89992176783264
MAT0002,Delhi Plant,19,12,30,171,160.33172607421875,161.29998017403977
MAT0003,Coimbatore Plant,19,12,30,151,216.83212280273438,212.5000224381644
MAT0004,Chennai Plant,19,12,30,87,109.0162124633789,82.09998948420352
MAT0004,Delhi Plant,19,12,30,82,102.27735900878906,80.40000281314299
MAT0004,Pune Plant,19,12,30,78,78.188720703125,79.49997454775378
MAT0005,Bengaluru Plant,19,12,30,383,395.2315979003906,558.3001647028249
MAT0005,Pune Plant,19,12,30,447,375.68414306640625,549.0004052265517
MAT0006,Chennai Plant,19,12,30,253,210.97756958007812,188.9999350297925
MAT0006,Coimbatore Plant,19,12,30,219,205.14236450195312,167.79994300036438
MAT0007,Bengaluru Plant,19,12,30,15,19.316967010498047,13.699998057591733
MAT0007,Chennai Plant,19,12,30,13,13.500844955444336,14.000004353673697
MAT0007,Delhi Plant,19,12,30,14,14.519426345825195,13.899997119877398
MAT0007,Pune Plant,19,12,30,15,18.628040313720703,14.400004822530866
MAT0008,Delhi Plant,19,12,30,227,528.9904174804688,437.3990600753386
MAT0009,Bengaluru Plant,19,12,30,645,639.9373168945312,509.89991071619943
MAT0009,Chennai Plant,19,12,30,680,679.7073974609375,509.69992237064906
MAT0010,Delhi Plant,19,12,30,152,161.41737365722656,151.5000515742884
MAT0010,Pune Plant,19,12,30,164,155.56251525878906,151.10000756869428
MAT0011,Chennai Plant,19,12,30,43,59.84493637084961,46.499985599387
MAT0012,Coimbatore Plant,19,12,30,30,21.001903533935547,24.299997588734566
MAT0012,Pune Plant,19,12,30,31,22.284452438354492,23.90000817151063
MAT0013,Bengaluru Plant,19,12,30,120,105.8207015991211,114.000014065715
MAT0013,Delhi Plant,19,12,30,93,115.1150131225586,111.79997682506001
MAT0014,Bengaluru Plant,19,12,30,14,14.781963348388672,12.199999062285665
MAT0014,Chennai Plant,19,12,30,145,150.88189697265625,139.30002772955245
MAT0014,Coimbatore Plant,19,12,30,65,60.83265686035156,64.3999874078361
MAT0014,Delhi Plant,19,12,30,29,25.12784767150879,26.80000093771434
MAT0014,Pune Plant,19,12,30,35,37.2967529296875,37.799998593428505
MAT0015,Pune Plant,19,12,30,228,219.0233612060547,219.79997448077415
MAT0016,Chennai Plant,19,12,30,69,71.71754455566406,68.00001105163324
MAT0016,Delhi Plant,19,12,30,68,70.8749771118164,71.39997602130487
MAT0017,Bengaluru Plant,19,12,30,149,218.9299774169922,192.7000643673911
MAT0018,Bengaluru Plant,19,12,30,557,488.946044921875,512.1999287337106
MAT0018,Coimbatore Plant,19,12,30,532,506.3185729980469,465.8000585401663
MAT0001,Chennai Plant,20,1,20,136,132.3144989013672,135.33333333333334
MAT0001,Pune Plant,20,1,20,135,134.33241271972656,135.5
MAT0002,Chennai Plant,20,1,20,157,154.6315460205078,162.83333333333334
MAT0002,Delhi Plant,20,1,20,169,166.17909240722656,158.66666666666666
MAT0003,Coimbatore Plant,20,1,20,202,217.0785369873047,202.66666666666666
MAT0004,Chennai Plant,20,1,20,81,75.0169677734375,80.33333333333333
MAT0004,Delhi Plant,20,1,20,85,75.52618408203125,76.0
MAT0004,Pune Plant,20,1,20,83,79.61559295654297,82.16666666666667
MAT0005,Bengaluru Plant,20,1,20,377,405.6210021972656,465.5
MAT0005,Pune Plant,20,1,20,418,394.46142578125,458.5
MAT0006,Chennai Plant,20,1,20,231,230.80555725097656,202.5
MAT0006,Coimbatore Plant,20,1,20,229,234.01719665527344,200.33333333333334
MAT0007,Bengaluru Plant,20,1,20,12,14.135457992553711,12.833333333333334
MAT0007,Chennai Plant,20,1,20,13,13.811893463134766,14.0
MAT0007,Delhi Plant,20,1,20,14,13.0435209274292,13.0
MAT0007,Pune Plant,20,1,20,14,13.0435209274292,14.166666666666666
MAT0008,Delhi Plant,20,1,20,337,424.624755859375,335.3333333333333
MAT0009,Bengaluru Plant,20,1,20,604,663.6502075195312,574.1666666666666
MAT0009,Chennai Plant,20,1,20,552,721.2780151367188,577.6666666666666
MAT0010,Delhi Plant,20,1,20,151,156.19363403320312,156.83333333333334
MAT0010,Pune Plant,20,1,20,138,150.9359893798828,152.16666666666666
MAT0011,Chennai Plant,20,1,20,47,44.73295974731445,45.5
MAT0012,Coimbatore Plant,20,1,20,24,23.504301071166992,23.666666666666668
MAT0012,Pune Plant,20,1,20,25,25.55630874633789,24.833333333333332
MAT0013,Bengaluru Plant,20,1,20,92,98.22734069824219,102.5
MAT0013,Delhi Plant,20,1,20,108,129.3596649169922,119.0
MAT0014,Bengaluru Plant,20,1,20,12,13.687057495117188,11.666666666666666
MAT0014,Chennai Plant,20,1,20,146,127.23484802246094,136.5
MAT0014,Coimbatore Plant,20,1,20,54,60.31589126586914,62.666666666666664
MAT0014,Delhi Plant,20,1,20,26,26.233001708984375,26.833333333333332
MAT0014,Pune Plant,20,1,20,40,37.08922576904297,38.5
MAT0015,Pune Plant,20,1,20,226,218.0677032470703,221.66666666666666
MAT0016,Chennai Plant,20,1,20,73,70.37793731689453,70.33333333333333
MAT0016,Delhi Plant,20,1,20,73,66.17569732666016,67.66666666666667
MAT0017,Bengaluru Plant,20,1,20,217,218.97593688964844,200.83333333333334
MAT0018,Bengaluru Plant,20,1,20,534,459.534912109375,523.8333333333334
MAT0018,Coimbatore Plant,20,1,20,533,513.6268920898438,491.3333333333333
MAT0001,Chennai Plant,20,2,21,122,136.00372314453125,135.16666666666666
MAT0001,Pune Plant,20,2,21,141,135.74472045898438,134.75
MAT0002,Chennai Plant,20,2,21,164,170.6111602783203,161.25
MAT0002,Delhi Plant,20,2,21,151,174.49221801757812,157.5
MAT0003,Coimbatore Plant,20,2,21,206,205.36480712890625,202.66666666666666
MAT0004,Chennai Plant,20,2,21,75,85.23545837402344,80.16666666666667
MAT0004,Delhi Plant,20,2,21,82,83.35053253173828,75.0
MAT0004,Pune Plant,20,2,21,74,82.4965591430664,82.41666666666667
MAT0005,Bengaluru Plant,20,2,21,413,384.5999450683594,428.9166666666667
MAT0005,Pune Plant,20,2,21,408,376.3405456542969,429.9166666666667
MAT0006,Chennai Plant,20,2,21,124,115.61268615722656,209.75
MAT0006,Coimbatore Plant,20,2,21,105,119.53125762939453,210.0
MAT0007,Bengaluru Plant,20,2,21,12,13.632109642028809,12.583333333333334
MAT0007,Chennai Plant,20,2,21,13,15.301454544067383,14.166666666666666
MAT0007,Delhi Plant,20,2,21,14,13.93850326538086,12.833333333333334
MAT0007,Pune Plant,20,2,21,12,13.67073917388916,14.25
MAT0008,Delhi Plant,20,2,21,173,139.24916076660156,310.6666666666667
MAT0009,Bengaluru Plant,20,2,21,286,280.368896484375,600.5833333333334
MAT0009,Chennai Plant,20,2,21,288,283.7494201660156,605.3333333333334
MAT0010,Delhi Plant,20,2,21,159,154.95726013183594,158.91666666666666
MAT0010,Pune Plant,20,2,21,152,155.8660430908203,151.91666666666666
MAT0011,Chennai Plant,20,2,21,45,49.111019134521484,45.25
MAT0012,Coimbatore Plant,20,2,21,24,23.379846572875977,23.5
MAT0012,Pune Plant,20,2,21,26,24.50537109375,25.083333333333332
MAT0013,Bengaluru Plant,20,2,21,115,106.8850326538086,99.25
MAT0013,Delhi Plant,20,2,21,127,129.39430236816406,119.5
MAT0014,Bengaluru Plant,20,2,21,14,13.604557037353516,11.666666666666666
MAT0014,Chennai Plant,20,2,21,150,142.7971954345703,137.75
MAT0014,Coimbatore Plant,20,2,21,67,67.04508209228516,61.833333333333336
MAT0014,Delhi Plant,20,2,21,23,27.689428329467773,26.75
MAT0014,Pune Plant,20,2,21,38,39.49691390991211,38.75
MAT0015,Pune Plant,20,2,21,220,212.77847290039062,221.5
MAT0016,Chennai Plant,20,2,21,140,96.79006958007812,70.83333333333333
MAT0016,Delhi Plant,20,2,21,137,97.1395263671875,67.0
MAT0017,Bengaluru Plant,20,2,21,229,218.80044555664062,202.75
MAT0018,Bengaluru Plant,20,2,21,470,443.4293518066406,524.4166666666666
MAT0018,Coimbatore Plant,20,2,21,518,495.73541259765625,495.8333333333333
MAT0001,Chennai Plant,20,3,22,137,137.07315063476562,134.86111111111111
MAT0001,Pune Plant,20,3,22,126,135.36868286132812,134.70833333333334
MAT0002,Chennai Plant,20,3,22,167,178.55897521972656,160.4027777777778
MAT0002,Delhi Plant,20,3,22,146,187.09371948242188,157.63888888888889
MAT0003,Coimbatore Plant,20,3,22,223,216.78778076171875,200.88888888888889
MAT0004,Chennai Plant,20,3,22,73,81.05043029785156,79.86111111111111
MAT0004,Delhi Plant,20,3,22,71,80.17996978759766,74.83333333333333
MAT0004,Pune Plant,20,3,22,73,80.07447814941406,82.59722222222223
MAT0005,Bengaluru Plant,20,3,22,411,385.2641906738281,436.625
MAT0005,Pune Plant,20,3,22,409,368.9004821777344,434.2916666666667
MAT0006,Chennai Plant,20,3,22,114,124.06391143798828,207.04166666666666
MAT0006,Coimbatore Plant,20,3,22,106,126.84864807128906,209.44444444444446
MAT0007,Bengaluru Plant,20,3,22,14,14.303143501281738,12.569444444444445
MAT0007,Chennai Plant,20,3,22,13,15.803349494934082,14.083333333333334
MAT0007,Delhi Plant,20,3,22,12,13.893234252929688,12.75
MAT0007,Pune Plant,20,3,22,14,13.974421501159668,14.180555555555555
MAT0008,Delhi Plant,20,3,22,381,273.7713623046875,300.94444444444446
MAT0009,Bengaluru Plant,20,3,22,324,289.66900634765625,594.6805555555555
MAT0009,Chennai Plant,20,3,22,330,288.274169921875,599.3888888888889
MAT0010,Delhi Plant,20,3,22,159,159.27882385253906,158.90277777777777
MAT0010,Pune Plant,20,3,22,146,155.20684814453125,152.3472222222222
MAT0011,Chennai Plant,20,3,22,48,49.943260192871094,45.125
MAT0012,Coimbatore Plant,20,3,22,22,22.98969268798828,23.472222222222225
MAT0012,Pune Plant,20,3,22,22,22.87506675720215,25.152777777777775
MAT0013,Bengaluru Plant,20,3,22,112,129.3848114013672,99.29166666666667
MAT0013,Delhi Plant,20,3,22,131,138.63912963867188,120.41666666666667
MAT0014,Bengaluru Plant,20,3,22,11,16.301301956176758,11.555555555555555
MAT0014,Chennai Plant,20,3,22,150,126.80699157714844,136.54166666666666
MAT0014,Coimbatore Plant,20,3,22,67,63.06958770751953,61.97222222222222
MAT0014,Delhi Plant,20,3,22,25,26.588403701782227,26.819444444444443
MAT0014,Pune Plant,20,3,22,37,37.058311462402344,38.708333333333336
MAT0015,Pune Plant,20,3,22,229,218.26577758789062,221.80555555555554
MAT0016,Chennai Plant,20,3,22,135,120.308837890625,71.02777777777777
MAT0016,Delhi Plant,20,3,22,127,120.33513641357422,66.55555555555556
MAT0017,Bengaluru Plant,20,3,22,208,206.68748474121094,203.48611111111111
MAT0018,Bengaluru Plant,20,3,22,473,445.3197021484375,525.8194444444445
MAT0018,Coimbatore Plant,20,3,22,524,469.0437316894531,498.1944444444444
MAT0001,Chennai Plant,20,4,23,136,128.71978759765625,135.04166666666666
MAT0001,Pune Plant,20,4,23,130,130.318359375,134.85416666666666
MAT0002,Chennai Plant,20,4,23,165,172.6347198486328,161.0902777777778
MAT0002,Delhi Plant,20,4,23,153,165.12155151367188,157.76388888888889
MAT0003,Coimbatore Plant,20,4,23,213,208.9949951171875,201.7777777777778
MAT0004,Chennai Plant,20,4,23,73,76.11871337890625,80.04166666666667
MAT0004,Delhi Plant,20,4,23,81,75.3892593383789,75.08333333333333
MAT0004,Pune Plant,20,4,23,74,75.28646087646484,82.46527777777779
MAT0005,Bengaluru Plant,20,4,23,371,392.9773254394531,438.8680555555556
MAT0005,Pune Plant,20,4,23,399,401.6153564453125,436.8680555555556
MAT0006,Chennai Plant,20,4,23,122,122.60501861572266,207.1875
MAT0006,Coimbatore Plant,20,4,23,119,126.0784683227539,208.11111111111111
MAT0007,Bengaluru Plant,20,4,23,14,13.814353942871094,12.618055555555555
MAT0007,Chennai Plant,20,4,23,14,14.754962921142578,14.097222222222221
MAT0007,Delhi Plant,20,4,23,14,13.180831909179688,12.819444444444445
MAT0007,Pune Plant,20,4,23,13,13.220560073852539,14.201388888888888
MAT0008,Delhi Plant,20,4,23,263,286.31866455078125,309.9166666666667
MAT0009,Bengaluru Plant,20,4,23,303,283.64447021484375,593.2291666666666
MAT0009,Chennai Plant,20,4,23,332,288.8525085449219,597.75
MAT0010,Delhi Plant,20,4,23,154,148.5279541015625,158.5625
MAT0010,Pune Plant,20,4,23,140,148.9261016845703,152.17361111111111
MAT0011,Chennai Plant,20,4,23,47,48.3896484375,45.229166666666664
MAT0012,Coimbatore Plant,20,4,23,25,22.47995948791504,23.51388888888889
MAT0012,Pune Plant,20,4,23,24,22.7501163482666,25.076388888888886
MAT0013,Bengaluru Plant,20,4,23,126,131.8686065673828,99.8125
MAT0013,Delhi Plant,20,4,23,100,119.91747283935547,119.875
MAT0014,Bengaluru Plant,20,4,23,13,18.31124496459961,11.611111111111112
MAT0014,Chennai Plant,20,4,23,135,121.12893676757812,136.9375
MAT0014,Coimbatore Plant,20,4,23,59,60.253334045410156,62.041666666666664
MAT0014,Delhi Plant,20,4,23,27,25.19334602355957,26.79861111111111
MAT0014,Pune Plant,20,4,23,38,35.553443908691406,38.6875
MAT0015,Pune Plant,20,4,23,217,212.3690185546875,221.68055555555554
MAT0016,Chennai Plant,20,4,23,117,126.16566467285156,70.84722222222221
MAT0016,Delhi Plant,20,4,23,122,118.76844787597656,66.8888888888889
MAT0017,Bengaluru Plant,20,4,23,231,205.36541748046875,202.79861111111111
MAT0018,Bengaluru Plant,20,4,23,474,447.8435363769531,525.0208333333334
MAT0018,Coimbatore Plant,20,4,23,450,482.2624206542969,496.26388888888886
MAT0001,Chennai Plant,20,5,24,128,138.95166015625,135.0023148148148
MAT0001,Pune Plant,20,5,24,129,134.49606323242188,134.78819444444443
MAT0002,Chennai Plant,20,5,24,173,173.88040161132812,160.8877314814815
MAT0002,Delhi Plant,20,5,24,170,172.53697204589844,157.67824074074073
MAT0003,Coimbatore Plant,20,5,24,160,208.5899658203125,201.62962962962965
MAT0004,Chennai Plant,20,5,24,167,138.52398681640625,80.00231481481482
MAT0004,Delhi Plant,20,5,24,143,136.0322723388672,74.9861111111111
MAT0004,Pune Plant,20,5,24,149,135.59823608398438,82.50115740740742
MAT0005,Bengaluru Plant,20,5,24,389,438.0315856933594,436.4618055555556
MAT0005,Pune Plant,20,5,24,405,398.857177734375,434.8506944444445
MAT0006,Chennai Plant,20,5,24,121,127.31884765625,207.5659722222222
MAT0006,Coimbatore Plant,20,5,24,123,132.66708374023438,208.87037037037035
MAT0007,Bengaluru Plant,20,5,24,26,18.361289978027344,12.596064814814815
MAT0007,Chennai Plant,20,5,24,27,20.34816551208496,14.104166666666666
MAT0007,Delhi Plant,20,5,24,30,18.979482650756836,12.798611111111112
MAT0007,Pune Plant,20,5,24,30,18.58493995666504,14.202546296296296
MAT0008,Delhi Plant,20,5,24,395,148.4638214111328,307.0509259259259
MAT0009,Bengaluru Plant,20,5,24,341,292.6326904296875,594.9386574074074
MAT0009,Chennai Plant,20,5,24,352,291.7096252441406,599.5601851851852
MAT0010,Delhi Plant,20,5,24,148,154.581298828125,158.7349537037037
MAT0010,Pune Plant,20,5,24,163,151.69802856445312,152.18865740740742
MAT0011,Chennai Plant,20,5,24,46,52.12115478515625,45.197916666666664
MAT0012,Coimbatore Plant,20,5,24,28,23.64630699157715,23.497685185185187
MAT0012,Pune Plant,20,5,24,31,22.879623413085938,25.103009259259256
MAT0013,Bengaluru Plant,20,5,24,109,125.3275146484375,99.5451388888889
MAT0013,Delhi Plant,20,5,24,92,132.6161651611328,119.99305555555556
MAT0014,Bengaluru Plant,20,5,24,13,25.01091957092285,11.601851851851853
MAT0014,Chennai Plant,20,5,24,127,138.5172882080078,136.9409722222222
MAT0014,Coimbatore Plant,20,5,24,69,65.53005981445312,61.9837962962963
MAT0014,Delhi Plant,20,5,24,30,27.50660514831543,26.797453703703706
MAT0014,Pune Plant,20,5,24,38,38.196624755859375,38.704861111111114
MAT0015,Pune Plant,20,5,24,218,213.47830200195312,221.69212962962965
MAT0016,Chennai Plant,20,5,24,76,110.328125,70.90509259259258
MAT0016,Delhi Plant,20,5,24,75,104.33332824707031,66.7962962962963
MAT0017,Bengaluru Plant,20,5,24,175,209.07493591308594,203.0196759259259
MAT0018,Bengaluru Plant,20,5,24,539,465.6331787109375,525.1863425925926
MAT0018,Coimbatore Plant,20,5,24,514,502.314208984375,496.8356481481481
MAT0001,Chennai Plant,20,6,25,130,141.54766845703125,134.99189814814815
MAT0001,Pune Plant,20,6,25,128,138.24380493164062,134.79687499999997
MAT0002,Chennai Plant,20,6,25,193,178.556640625,160.8744212962963
MAT0002,Delhi Plant,20,6,25,204,197.90432739257812,157.70023148148147
MAT0003,Coimbatore Plant,20,6,25,154,216.54815673828125,201.55555555555557
MAT0004,Chennai Plant,20,6,25,146,154.2057647705078,79.99189814814815
MAT0004,Delhi Plant,20,6,25,167,151.58497619628906,74.99305555555556
MAT0004,Pune Plant,20,6,25,157,151.7831268310547,82.50520833333334
MAT0005,Bengaluru Plant,20,6,25,447,392.6497497558594,437.29108796296305
MAT0005,Pune Plant,20,6,25,454,365.791259765625,435.4299768518519
MAT0006,Chennai Plant,20,6,25,126,130.26141357421875,207.35243055555554
MAT0006,Coimbatore Plant,20,6,25,130,129.6341552734375,208.71296296296296
MAT0007,Bengaluru Plant,20,6,25,26,35.483177185058594,12.598958333333334
MAT0007,Chennai Plant,20,6,25,29,24.890249252319336,14.098379629629628
MAT0007,Delhi Plant,20,6,25,28,24.455211639404297,12.797453703703704
MAT0007,Pune Plant,20,6,25,27,35.623451232910156,14.198495370370368
MAT0008,Delhi Plant,20,6,25,453,296.994384765625,306.9884259259259
MAT0009,Bengaluru Plant,20,6,25,299,302.0276794433594,594.3258101851851
MAT0009,Chennai Plant,20,6,25,299,303.7078552246094,598.9282407407408
MAT0010,Delhi Plant,20,6,25,178,159.30523681640625,158.7054398148148
MAT0010,Pune Plant,20,6,25,169,157.48875427246094,152.21006944444446
MAT0011,Chennai Plant,20,6,25,49,57.656986236572266,45.19618055555555
MAT0012,Coimbatore Plant,20,6,25,28,24.070043563842773,23.498842592592595
MAT0012,Pune Plant,20,6,25,30,23.341848373413086,25.102430555555554
MAT0013,Bengaluru Plant,20,6,25,108,132.30528259277344,99.5920138888889
MAT0013,Delhi Plant,20,6,25,118,122.01703643798828,120.02430555555556
MAT0014,Bengaluru Plant,20,6,25,13,26.529563903808594,11.597222222222223
MAT0014,Chennai Plant,20,6,25,149,143.7216796875,136.87326388888889
MAT0014,Coimbatore Plant,20,6,25,60,65.64645385742188,62.00115740740741
MAT0014,Delhi Plant,20,6,25,25,27.9200439453125,26.80150462962963
MAT0014,Pune Plant,20,6,25,39,38.41934585571289,38.69965277777778
MAT0015,Pune Plant,20,6,25,241,215.11944580078125,221.70717592592595
MAT0016,Chennai Plant,20,6,25,76,114.67310333251953,70.90624999999999
MAT0016,Delhi Plant,20,6,25,64,99.12193298339844,66.78703703703705
MAT0017,Bengaluru Plant,20,6,25,161,213.68698120117188,203.02372685185185
MAT0018,Bengaluru Plant,20,6,25,549,468.8111267089844,525.2366898148149
MAT0018,Coimbatore Plant,20,6,25,536,575.8502807617188,496.87152777777777
MAT0001,Chennai Plant,20,7,26,137,141.761962890625,135.00366512345678
MAT0001,Pune Plant,20,7,26,134,136.59524536132812,134.80353009259258
MAT0002,Chennai Plant,20,7,26,199,181.50408935546875,160.91483410493828
MAT0002,Delhi Plant,20,7,26,202,170.45907592773438,157.70351080246914
MAT0003,Coimbatore Plant,20,7,26,183,211.26182556152344,201.6172839506173
MAT0004,Chennai Plant,20,7,26,155,153.9165802001953,80.0036651234568
MAT0004,Delhi Plant,20,7,26,162,146.30343627929688,75.00578703703704
MAT0004,Pune Plant,20,7,26,160,150.56317138671875,82.49720293209877
MAT0005,Bengaluru Plant,20,7,26,406,418.39605712890625,437.2774884259259
MAT0005,Pune Plant,20,7,26,428,399.7265930175781,435.47656250000006
MAT0006,Chennai Plant,20,7,26,112,127.32915496826172,207.39612268518513
MAT0006,Coimbatore Plant,20,7,26,112,125.53716278076172,208.6651234567901
MAT0007,Bengaluru Plant,20,7,26,30,31.680349349975586,12.601176697530866
MAT0007,Chennai Plant,20,7,26,25,24.34370231628418,14.10011574074074
MAT0007,Delhi Plant,20,7,26,26,23.436002731323242,12.801504629629632
MAT0007,Pune Plant,20,7,26,28,33.30965805053711,14.200327932098764
MAT0008,Delhi Plant,20,7,26,173,285.4523010253906,307.49729938271605
MAT0009,Bengaluru Plant,20,7,26,326,309.8690185546875,594.3473186728394
MAT0009,Chennai Plant,20,7,26,318,314.00799560546875,598.9425154320987
MAT0010,Delhi Plant,20,7,26,154,155.19064331054688,158.69145447530863
MAT0010,Pune Plant,20,7,26,153,153.73062133789062,152.19685570987656
MAT0011,Chennai Plant,20,7,26,50,56.35679244995117,45.202256944444436
MAT0012,Coimbatore Plant,20,7,26,26,22.943714141845703,23.500964506172846
MAT0012,Pune Plant,20,7,26,29,22.206645965576172,25.09828317901234
MAT0013,Bengaluru Plant,20,7,26,122,115.28231811523438,99.61313657407409
MAT0013,Delhi Plant,20,7,26,94,107.43999481201172,119.98900462962962
MAT0014,Bengaluru Plant,20,7,26,12,24.33318519592285,11.60108024691358
MAT0014,Chennai Plant,20,7,26,132,149.05043029785156,136.90653935185185
MAT0014,Coimbatore Plant,20,7,26,74,63.84236145019531,62.002121913580254
MAT0014,Delhi Plant,20,7,26,22,26.09912872314453,26.799672067901238
MAT0014,Pune Plant,20,7,26,37,36.534664154052734,38.69936342592593
MAT0015,Pune Plant,20,7,26,225,212.97625732421875,221.6977237654321
MAT0016,Chennai Plant,20,7,26,66,107.65234375,70.89602623456788
MAT0016,Delhi Plant,20,7,26,65,94.02549743652344,66.80709876543212
MAT0017,Bengaluru Plant,20,7,26,175,215.89027404785156,202.9848572530864
MAT0018,Bengaluru Plant,20,7,26,524,502.46917724609375,525.1839313271606
MAT0018,Coimbatore Plant,20,7,26,552,499.8949279785156,496.7582947530864
MAT0001,Chennai Plant,20,8,27,146,135.83424377441406,134.99951774691357
MAT0001,Pune Plant,20,8,27,143,132.36642456054688,134.798755787037
MAT0002,Chennai Plant,20,8,27,170,175.8569793701172,160.8968460648148
MAT0002,Delhi Plant,20,8,27,181,169.08717346191406,157.6982060185185
MAT0003,Coimbatore Plant,20,8,27,164,201.49981689453125,201.59876543209876
MAT0004,Chennai Plant,20,8,27,76,99.4006118774414,79.99951774691358
MAT0004,Delhi Plant,20,8,27,78,100.03532409667969,74.9982638888889
MAT0004,Pune Plant,20,8,27,84,98.03131103515625,82.50053047839508
MAT0005,Bengaluru Plant,20,8,27,832,747.4307861328125,437.1460744598766
MAT0005,Pune Plant,20,8,27,821,747.2019653320312,435.3567226080247
MAT0006,Chennai Plant,20,8,27,132,120.20752716064453,207.40986689814812
MAT0006,Coimbatore Plant,20,8,27,128,120.09003448486328,208.71527777777774
MAT0007,Bengaluru Plant,20,8,27,14,22.513019561767578,12.599585262345679
MAT0007,Chennai Plant,20,8,27,15,18.777759552001953,14.100212191358025
MAT0007,Delhi Plant,20,8,27,13,18.074609756469727,12.799672067901236
MAT0007,Pune Plant,20,8,27,15,22.933338165283203,14.200086805555555
MAT0008,Delhi Plant,20,8,27,390,144.53799438476562,307.2532793209877
MAT0009,Bengaluru Plant,20,8,27,303,345.9759521484375,594.4387056327159
MAT0009,Chennai Plant,20,8,27,359,350.4381103515625,599.0407021604939
MAT0010,Delhi Plant,20,8,27,154,146.75698852539062,158.70336612654322
MAT0010,Pune Plant,20,8,27,166,149.3158416748047,152.199893904321
MAT0011,Chennai Plant,20,8,27,50,55.6623420715332,45.19950810185185
MAT0012,Coimbatore Plant,20,8,27,29,23.195451736450195,23.499710648148152
MAT0012,Pune Plant,20,8,27,30,22.34134292602539,25.10045331790123
MAT0013,Bengaluru Plant,20,8,27,133,124.74508666992188,99.59476273148148
MAT0013,Delhi Plant,20,8,27,136,108.97594451904297,120.00144675925925
MAT0014,Bengaluru Plant,20,8,27,12,22.84630012512207,11.599922839506172
MAT0014,Chennai Plant,20,8,27,145,134.31198120117188,136.90118634259258
MAT0014,Coimbatore Plant,20,8,27,68,60.65533447265625,61.99874614197531
MAT0014,Delhi Plant,20,8,27,23,24.75678825378418,26.799913194444446
MAT0014,Pune Plant,20,8,27,44,36.200557708740234,38.70037615740741
MAT0015,Pune Plant,20,8,27,226,213.1673583984375,221.69994212962965
MAT0016,Chennai Plant,20,8,27,73,98.1012191772461,70.90094521604937
